Feature	ERR479193	ERR478994	ERR479389	ERR478986	ERR479284	ERR479267	ERR479225	ERR478970	ERR479331	ERR479063	ERR479348	ERR479018	ERR479245	ERR479397	ERR479351	ERR479043	ERR479308	ERR479099	ERR478968	ERR479014	ERR479546	ERR479049	ERR479542	ERR479413	ERR479532	ERR479286	ERR479516	ERR479319	ERR479508	ERR479059	ERR479496	ERR479022	ERR479452	ERR478958	ERR479448	ERR479107	ERR479484	ERR479118	ERR479492	ERR479169	ERR479366	ERR479263	ERR479251	ERR479374	ERR479065	ERR479132	ERR479254	ERR479203	ERR479316	ERR479312	ERR479528	ERR479391	ERR479432	ERR479339	ERR479428	ERR479370	ERR479476	ERR479183	ERR479504	ERR479294	ERR479456	ERR479079	ERR479500	ERR479341
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1976|s__UMGS1976_sp900556765	0	0	0	15	0	0	0	0	0	0	0	110	0	23	0	0	67	0	0	95	39	0	0	21	0	0	10	87	10	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	105	0	11	0	0	0	0	16	11	31	0	0	0	0	76	290	15	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS263|s__UMGS263_sp900540535	24	0	72	14	54	0	33	19	152	43	19	31	25	27	0	34	28	15	0	47	16	0	14	17	36	35	22	19	36	37	14	19	74	76	35	10	0	64	23	12	27	10	126	10	145	15	583	71	32	37	13	0	73	33	33	13	0	0	17	10	56	0	0	12
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900540275	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900540865	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900541565	17	0	0	0	0	0	52	0	157	21	0	0	176	0	0	142	0	0	10	22	0	0	0	0	0	11	15	0	0	0	11	0	15	0	0	12	0	13	11	0	45	0	136	20	12	51	68	19	0	26	2086	0	0	13	19	15	10	0	0	93	14	0	0	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS403|s__UMGS403_sp900541975	166	26	94	6997	77	143	142	102	94	95	1886	143	163	104	0	153	79	0	12	41	82	40	87	49	140	146	234	28	93	132	190	178	280	529	212	56	29	186	195	94	199	18	48	126	112	119	748	165	107	765	118	213	14	38	178	150	160	241	209	46	420	59	199	32
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS577|s__UMGS577_sp900543525	719	597	1273	2232	0	28	20	59	96	209	91	0	915	11	0	16	3565	0	49	12	425	1488	0	0	4718	18	12	36	0	27	0	862	14	718	3761	3321	12	1806	21	21	0	850	2168	165	57	10	9110	1947	39	0	33	0	15	292	17	0	68	0	0	746	11	30288	19	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856|s__MGYG000002705	25	18	281	0	26	19	202	18	21	23	92	58	61	0	48	36	25	0	0	28	68	38	36	0	0	17	88	0	34	21	14	0	106	73	46	12	102	34	29	46	0	18	0	37	39	67	244	41	115	21	0	14	46	12	51	36	28	21	25	0	102	0	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856|s__UMGS856_sp900546265	1608	868	705	276	4861	342	9799	5601	833	2520	444	5715	340	1000	745	4394	194	0	133	4156	1582	69	42	111	781	3597	2130	313	48	531	94	290	1887	5596	4494	2432	2609	13486	227	1003	69	163	195	1795	1634	1576	16746	434	8035	2303	70	0	933	1487	368	6022	0	334	4478	54	11079	89	34	31
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS856|s__UMGS856_sp900760305	74	0	29	0	58	0	4479	0	0	71	107	102	830	0	0	84	0	0	0	85	111	0	0	0	0	70	0	0	0	0	0	0	142	87	49	0	0	204	0	0	0	19	0	0	49	41	263	27	0	0	0	0	0	0	263	75	0	0	0	0	2854	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS905|s__UMGS905_sp900540085	0	13	95	17	34	334	798	437	489	659	16	17	139	0	336	22	136	428	0	545	11	372	31	93	37	326	1079	960	0	612	198	12	548	202	119	183	154	109	656	31	357	0	10	565	22	0	1417	84	0	1562	226	662	168	141	0	310	0	19	12	26	208	1439	15	318
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS905|s__UMGS905_sp900546735	40	0	31	0	0	11	302	0	49	59	0	22	17	46	0	15	0	39	0	62	19	10	0	0	0	0	0	0	0	38	0	0	39	28	52	27	0	42	21	74	38	0	0	0	10	0	57	91	0	21	0	0	18	45	22	0	13	0	0	0	34	160	40	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__BX7|g__JAAYBB01|s__MGYG000002005	0	0	15	0	0	0	625	0	0	0	13	12	0	16	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1120	14	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__BX7|g__JAAYBB01|s__MGYG000002698	0	0	0	0	19	0	0	0	1563	934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1935	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__BX7|g__JAAYBB01|s__MGYG000004100	0	0	44	67	0	11	0	0	171	150	32	0	18	16	143	0	18	0	29	44	33	255	0	0	0	79	15	109	15	511	0	45	91	58	142	42	52	0	0	70	0	12	0	0	282	27	440	11	27	0	0	0	62	72	0	0	0	0	0	10	0	0	32	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__AM07-15_sp003477405	34	76	278	40	114	48	179	356	1046	356	111	94	475	96	220	4095	144	36	24	408	152	589	27	14	236	141	104	170	405	126	172	1903	441	279	655	517	393	144	655	110	94	264	177	42	1566	40	3593	263	1050	107	25	35	272	61	457	52	101	100	152	83	123	38	252	10
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__MGYG000002604	0	0	0	0	0	0	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	24	0	0	15	0	0	0	0	0	0	0	21	39	0	0	0	0	0	0	13	31	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__MGYG000002627	0	17	0	0	0	0	0	0	176	0	0	0	84	0	33	789	0	0	0	48	0	67	0	0	18	0	14	25	0	0	0	309	0	0	131	100	70	0	0	0	0	0	0	0	281	0	493	15	174	54	0	0	0	0	0	0	0	0	0	0	0	0	55	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__AM07-15|s__MGYG000004122	675	37	315	819	376	699	806	32	226	4422	1929	2740	36	758	34	112	1479	0	294	2619	1735	29	84	12	16	681	378	0	1231	697	658	35	341	774	176	196	407	911	1034	1668	0	97	45	1329	70	18	67	1406	113	171	195	0	2591	800	71	75	0	15	181	87	0	0	42	35
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens	6821	72	16222	3449	10761	1002	457	7222	1441	20918	2301	5917	27573	2024	2007	4758	3890	21879	1426	258	5123	2632	9148	7881	6282	6730	3795	2343	7363	3425	5292	2558	863	27698	7852	7757	1728	7244	2459	5570	1056	1366	9051	5850	4565	762	33812	7043	3530	427	7001	18	2844	1285	8463	2574	99	12833	7633	11188	255	7638	3894	212
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_desmolans	0	0	113	0	17	0	23	206	32	0	38	80	20	86	0	35	0	219	0	34	0	19	0	31	0	0	139	41	31	0	0	0	37	35	18	0	711	22	34	65	27	215	35	57	26	35	228	22	102	117	40	149	17	46	1107	307	41	250	0	16	35	51	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp003481705	12171	73	108867	10362	2631	2815	422	1369	8472	32960	4525	2656	10727	9500	1322	3068	4048	13424	552	1441	17839	2682	2103	5712	2946	2792	1340	2359	24000	6538	1515	6170	622	107770	24901	2249	2054	27117	8225	2813	40098	8708	3980	1967	13640	374	229124	2307	47143	1275	1904	0	1507	7793	4769	731	189	5181	2442	7207	4070	35171	2320	268
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900291975	164	2585	1198	130	1070	182	205	924	90	138	224	1256	1047	241	82	1229	51	2435	0	785	201	381	751	234	63	216	481	94	286	106	569	90	116	243	166	87	69	598	138	403	4281	330	597	542	303	89	1812	522	265	318	454	909	510	88	2590	1205	3445	289	655	28	152	408	133	93
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900544475	305	159	3384	1122	728	58	98	519	670	679	14832	295	788	314	3201	16409	6523	811	70	115	693	650	695	10006	175	326	424	1924	230	985	294	138	312	2005	388	397	95	590	80	2263	580	246	438	292	572	301	12623	128	1173	217	339	0	253	3878	328	78	171	283	217	45816	483	707	228	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900555465	313	22	97	802	269	214	299	354	233	517	361	620	560	836	98	139	248	41	175	647	324	0	142	258	163	467	22	135	113	128	126	57	934	705	627	116	123	188	226	156	579	247	120	620	187	101	2143	42	122	291	13	16	45	190	4568	186	20	50	413	272	31	228	266	83
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__Agathobaculum_sp900557315	29	10	79	43	30	62	60	85	96	121	207	63	106	85	17	34	68	14	0	84	54	26	17	28	138	22	22	14	0	24	12	19	443	99	34	35	27	123	51	64	20	0	42	80	71	33	172	98	127	438	56	18	0	11	328	44	0	60	206	25	127	52	29	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__MGYG000002127	89	0	435	39	132	31	0	66	75	218	170	64	224	47	74	79	78	249	14	0	103	199	84	85	160	97	36	89	90	46	46	41	13	433	144	94	158	142	207	68	0	46	99	62	59	17	778	54	677	0	48	0	21	22	86	41	0	96	51	149	20	65	169	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__MGYG000003909	0	0	0	0	14	0	77	0	0	0	0	0	0	0	0	0	0	10	0	366	0	0	0	16	0	0	0	0	0	0	0	0	187	0	73	0	31	0	0	0	0	0	0	0	0	0	14	0	0	1374	0	545	11	0	10	10	10	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Agathobaculum|s__MGYG000004135	0	0	56	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	28	11	0	0	0	0	0	0	16	0	0	0	0	29	14	0	11	0	31	0	16	0	0	0	0	42	95	0	15	590	0	0	29	0	10	0	26	0	19	0	10	24	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus_A|s__Butyricicoccus_A_sp002395695	28	3442	59	6941	22	0	872	42	10386	92	29	23	34414	3890	19	791	21	459	20	16	22	0	2740	63	3649	23	12	58	62	11	0	13	24	81	1048	0	62	54	128	0	32	14	722	25	13	0	135	0	29	12	0	0	22	46	0	0	0	0	0	43324	0	61	65	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	17	1275	550	74	127	29	73	58	104	171	60	115	67	73	13	439	14	0	12	212	30	27	0	23	209	48	2805	0	29	41	26	38	1879	361	61	277	173	22	182	81	0	953	38	66	207	16	647	245	204	37	304	348	39	39	810	390	0	36	77	14	70	115	366	20
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus_sp900547195	93	13	38	20	34	0	37	14	51	86	82	29	40	28	0	14	31	11	0	14	231	0	62	0	91	78	86	12	10	22	15	0	53	104	365	125	16	54	28	497	50	0	51	38	41	0	177	50	0	81	0	10	0	0	351	122	0	149	117	34	468	23	25	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__MGYG000003907	89	90	1293	30	128	0	20	34	108	264	33	308	0	56	58	45	26	0	0	115	156	70	44	18	98	0	61	158	269	77	78	61	98	88	71	158	52	0	54	37	14	396	723	24	71	55	2029	0	363	82	0	0	67	85	31	33	0	0	129	19	0	0	62	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__MGYG000001891|s__MGYG000001891	177	743	0	0	0	0	0	0	0	282	0	24	0	0	0	0	14	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	2707	17	0	0	0	0	0	0	0	0	0	16	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__MGYG000003305|s__MGYG000003305	0	0	31	0	17	0	0	0	12	0	0	0	0	0	403	19	0	14	0	0	0	0	22	413	41	0	0	12	0	14	0	0	0	3152	0	0	0	0	0	0	0	0	11	0	28	86	30	0	10	0	20	0	0	14	0	21	40	0	0	166	24	64	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__SCN-57-10|s__MGYG000004787	0	0	0	0	0	0	0	0	31	55	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	17	0	21	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	16	0	46	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__SCN-57-10|s__MGYG000004857	0	0	18	0	0	0	263	0	99	681	10	0	0	0	0	22	0	0	0	0	0	10	0	0	0	0	36	0	0	0	0	0	214	0	10	0	0	0	87	173	0	0	0	0	821	0	50	0	0	0	18	0	23	84	0	0	0	0	0	0	1243	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UBA4644|s__UBA4644_sp900555855	297	299	5058	664	2886	70	445	143	1312	2354	143	974	43	284	374	815	537	32	0	115	823	472	103	447	73	349	48	2923	948	742	18	277	958	1335	1027	262	162	113	69	517	38	136	227	1767	570	1431	16437	76	1790	296	427	0	144	303	561	28	52	31	66	211	2108	1560	67	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UBA4644|s__UBA4644_sp900763355	14	0	0	415	0	0	0	39	99	193	28	24	0	59	22	102	79	0	0	0	17	34	0	0	36	0	338	23	16	396	0	0	0	2561	204	24	0	18	32	20	0	31	15	0	327	0	10334	114	88	0	0	0	0	70	50	0	0	0	0	280	0	0	109	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__UMGS1384|s__UMGS1384_sp900551265	19	11	72	33	51	170	423	37	32	17	858	620	29	68	0	267	0	0	0	22	0	40	0	0	37	0	33	30	92	699	0	15	46	32	70	40	51	34	1013	323	0	0	13	61	98	0	187	24	75	60	0	0	58	17	215	41	0	0	71	0	658	45	18	17
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-272|s__CAG-272_sp000433515	30	73	12	72	70	0	9074	0	757	15	17	0	0	0	10	124	286	0	0	27	31	17	0	0	11	12	0	376	0	5581	0	0	22	87	2144	554	6820	0	0	13	0	0	38	10	5439	609	40920	34	15	0	17	0	0	3016	39	11	0	0	0	0	0	39	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-272|s__CAG-272_sp900556615	1831	402	303	233	107	154	131	176	256	1139	191	838	562	427	115	118	154	12	89	135	651	3057	240	1232	360	1489	362	119	1204	484	298	279	1120	674	641	115	49	127	1649	2606	248	334	198	468	245	134	1587	34	448	84	26	0	218	2316	628	1433	0	87	1022	326	49	81	1668	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__CAG-390_sp000437015	0	11	15	0	0	0	0	0	61	23	0	0	0	0	1283	34	0	0	0	0	0	14	0	0	0	10	0	15	0	35	0	0	0	0	10538	0	0	0	0	0	0	0	0	18	0	61	32957	0	0	0	0	0	0	13	56	0	0	0	0	0	11	0	11	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__CAG-390_sp003523225	30	0	27	279	19	0	39	22	34	20	20	14	0	0	0	0	0	0	0	16	18	50	0	0	0	37	0	166	0	10	0	0	0	168	30	25	86	25	26	0	0	0	28	45	510	0	130	11	30	0	0	0	0	51	34	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__CAG-390_sp900753295	33	0	0	0	0	0	0	24	1366	26	0	24	0	0	31	0	0	0	0	0	0	0	0	32	0	62	0	257	0	19	0	0	0	13	24	50	80	0	0	22	0	0	255	0	0	16	145	0	0	0	0	0	0	32	0	0	0	0	13	126	0	24	18	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-390|s__MGYG000004624	16	0	36	11	0	36	0	36	11741	11	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	18	23	0	101	0	0	0	39	34	10	12	0	0	0	0	0	68	17	217	0	175	0	42	0	0	0	0	18	0	0	0	0	0	11	0	17	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-448|s__CAG-448_sp000433415	24	0	14	0	0	0	0	12	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	16	0	52	0	0	0	12	44	51	16	0	0	0	0	0	179	0	0	36	85	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-448|s__CAG-448_sp003150135	4388	1882	67	20	47	131	219	101	4271	109	459	313	0	2032	52	227	1231	0	12	33	42	730	0	41	86	1617	60	216	47	24013	0	28	60	160	6515	11805	3680	105	71	53	194	14	53	102	1880	10315	4559	38	1103	11	61	17	0	4216	28	13	0	0	0	265	186	275	65	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724|s__CAG-724_sp003524145	82	0	0	0	260	0	0	0	290	0	0	77	0	13	22	0	0	0	0	145	137	18	0	0	0	185	26	737	106	169	0	0	0	62	33	19	0	0	0	0	0	0	69	0	41	274	429	0	15	0	0	0	0	209	0	0	0	0	0	0	0	0	64	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724|s__CAG-724_sp900551005	94	90	104	32	69	18	209	26	210	14	22	181	18	28	33	47	79	30	26	18	73	33	0	37	11	71	318	316	668	309	0	659	0	547	179	261	105	122	109	465	61	140	165	789	554	117	1046	89	111	48	31	15	0	365	89	0	0	361	0	13	186	32	135	35
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-724|s__MGYG000000750	13	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	15	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	25	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841|s__CAG-841_sp000437375	0	0	91	0	0	0	0	0	71	0	27	34	0	0	55	0	0	0	0	0	0	13	0	0	0	0	0	12	64	31	0	0	20	26	14	0	81	0	0	0	0	0	0	0	43	0	190	0	31	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841|s__CAG-841_sp002479075	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__CAG-841|s__CAG-841_sp900544285	39	0	238	184	261	78	35	0	150	41	211	47	308	17	32	577	13	0	0	45	24	168	0	522	0	611	16	62	19	190	0	0	11	169	77	0	119	0	19	20	0	0	405	14	173	124	443	29	18	14	0	0	10	44	122	89	0	109	73	11	14	16	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Firm-07|s__Firm-07_sp900548735	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7364	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Firm-07|s__Firm-07_sp900770145	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	510	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__Firm-07|s__MGYG000001905	0	0	0	0	0	0	0	0	530	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	89	0	26	0	0	0	55	16	36	17	0	0	0	0	0	0	0	145	0	115	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12650|s__HGM12650_sp900761725	29	0	93	0	14	0	0	81	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	21	0	123	0	0	0	12	17	30	0	0	0	0	0	0	0	0	13	40	330	0	104	0	0	0	0	44	0	0	0	0	0	0	0	15	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12650|s__MGYG000000719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	11	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12650|s__MGYG000001879	23	56	927	172	21	0	21	28	801	58	55	205	0	17	18	54	80	0	0	39	27	16	0	21	0	10	0	334	30	11	0	42	0	184	54	11	20	29	0	35	0	46	25	0	87	0	2070	16	97	15	0	0	310	35	12	0	11	0	0	0	376	57	15	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12657|s__HGM12657_sp900760575	10	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12669|s__HGM12669_sp900761935	270	144	1765	480	1542	45	2492	2168	258	32	36	1034	657	743	0	148	64	0	0	1004	2142	513	0	1421	1449	813	356	0	731	4103	154	123	1114	882	1492	51	1225	963	799	175	0	0	24	33	94	0	12101	204	56	30	0	0	1351	32	150	193	0	0	0	0	8066	2500	37	602
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12669|s__MGYG000001133	0	0	106	25	47	84	89	64	140	120	91	27	25	128	47	41	43	0	0	78	25	32	48	30	0	157	0	71	27	51	0	0	103	100	38	62	0	155	119	312	0	0	42	354	283	116	380	44	85	164	67	0	0	279	87	33	0	24	0	20	133	98	28	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12713|s__HGM12713_sp900754175	0	0	29	0	0	0	100	0	170	0	10	0	0	0	0	0	0	0	0	2634	0	6006	12	0	0	0	0	167	59	14	0	0	0	11915	28	0	0	0	0	0	0	17	0	40	0	0	4563	0	279	0	0	0	0	248	12	0	0	0	0	22	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12713|s__HGM12713_sp900770605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__MGYG000000350|s__MGYG000000350	78	0	85	30	21	36	177	23	30	69	28	517	21	28	20	88	107	0	19	0	316	0	36	0	41	37	53	1032	213	31	0	0	347	177	53	0	239	59	55	292	0	0	30	27	38	108	362	0	86	26	0	0	16	61	233	0	0	43	0	0	227	39	32	126
k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__QALR01|s__MGYG000004503	0	0	0	0	0	0	13	0	48	14	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	11	0	0	38	104	10	0	0	32	0	0	0	12	0	0	0	0	0	22	11	32	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
